place_id,type,shop_name,shop_address,shop_rating,images,gps,review_rating,review_date,reviewer,review_text,link,local_guide,emotion,emotion_emoji
ChIJRf6ilsexfkcR4Rj0vhtVtxI,Giardino,Giardini Papadopoli,"30135 Sestriere Santa Croce, Venezia VE, Italia",4.4,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38vBlm_WgWSFJSziNre-cuXQEes2l00Hs--15JfgWopW0jf46bwI-LfsSMbr2_-SJGjPKEI5Ag_unsWPGfohKKNBtX1YBAlL2ziZGRH-8lzeKYmBFmDR2DZNW6jv2axIGihOrkwD3fSsCqtS', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38s36J0qjPw5vO2uIjjj-mrQdIhkrZF9Tpfql2p3rJHLl3Ur3miegUYCT-oSHojIFYJWymJXu0jUgsdGl7muUBfusWlIrM8VUa3LKRr8ci_85FoPGO7-E1Qi9fMS4YnBq_kTsBhRUGQbjZY']","45.4382983,12.3206545",4.0,2 months ago,Tommy Tran,"Venice offers a refreshing green space amidst its bustling environment. While the area lacks grassy lawns and sufficient room for activities like running or kicking a ball, it provides a pleasant retreat. During my visit, the location was relatively calm, with some children playing and couples enjoying quiet moments together.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pVNWJXWnNPRWROUVU4eVpFZFVURk5rVFcxSU5GRRAB!2m1!1s0x0:0x12b7551bbef418e1!3m1!1s2@1:CAIQACodChtycF9oOjU5bWZsOEdNQU8yZEdUTFNkTW1INFE%7C0cmjdrQgn2M%7C?hl=en-US,True,joy,😊
ChIJRf6ilsexfkcR4Rj0vhtVtxI,Giardino,Giardini Papadopoli,"30135 Sestriere Santa Croce, Venezia VE, Italia",4.4,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38smvCd1WOVXXqs41JfC4bMn8wJn68Zx7qYs7TkNZp9cq0vlf8krFCk2t37h8Q5-aISHl-DOs-865c3DpIqphpVoug0xh8Sfyubf3xAsF6Ql8MHTPjq9eGnB4ifamHRis4vfezt0GJvIoSlb', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38t4VmIkZZTOXRs6ekdkbx8f_YmuDRa7nY4iW53bQGqNrfzidZGv5PE9q4eRHEdqWlvn6KOTfEAsbIxiruxfm5GzIG7kWJP0G9DFAjx-d1oFgRZVSJyM3obezZwqhnUVQ4gLUymOrutLTdYd', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38t4T9i6ZBXGAd2E-YjMXWsUK1qlUJCAFITr8m7jILoAgVX0EiumSNMwEw3Ekd-lIHFhCAz7LLrgJ8zVvGKBvJDetXtcq8a1-160hWlbdV1do-KaTSWZwqz_Xlw03k-qwMmleSBOVssBaDZr']","45.4382983,12.3206545",4.0,4 months ago,Mark Pabst,A hidden gem that many people rush past.  A great place to get out of the afternoon sun and sit down and cool off.  Clean and well maintained.  There is a playground for the kiddos.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21Rd1UwMVBNbXh0WXpsM1ZIVm1OMDQ0WDNCZldtYxAB!2m1!1s0x0:0x12b7551bbef418e1!3m1!1s2@1:CAIQACodChtycF9oOmQwU01PMmxtYzl3VHVmN044X3BfWmc%7C0cSTSCRFx7M%7C?hl=en-US,True,joy,😊
ChIJRf6ilsexfkcR4Rj0vhtVtxI,Giardino,Giardini Papadopoli,"30135 Sestriere Santa Croce, Venezia VE, Italia",4.4,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38tr1M0y_CfIm_mZPc44Dj6H0nJGFtnXPzePmmJD-W4oMvn4k1KfKKEQ1-1DJmn899Yu2MfBVAzHsRDTXPVI7daSOYSurJ188cQblb7irhl6685tHxg-OoeaiT3QKKfKgcKzmMgoVIdX0AsO', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38swNPqLZm6pFQp5WYdUoBoRMCbxXhdgKPtd8azUr8U9rgJN8f2cX88BT3QIptgB-FWjKNogLJsZLlS46g4zPVrr2kb71s59nX5S2xuyz5sWph-tk8d-IIlq31rwWg5XK0a71xWmUzeTI3mw', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vaFosoAeAudFTZTFXV13EwkJhyyFUlrG2EP03W50ChNRIFPxuikDqam7HuytNYUBQQ00jXoetkDD6OoTwSOof1f4DdElOKekei8bRkv7hzUQ1hXJ6FC1FBioMLj2v6_udJdzqdut3y9KOG', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38ui9FRn_KdGRhQKzX8Q5M3X-k_-haUa5V3SkVzAs1aEey6rC7HHzCQg5zbZGFmU6vskus6koYA7T4VtMrrPDENuJ2XInqBa7WAbiigFwVrYA31MBMS9NPhCaxoURgYknwr4A_BVaas-aUs', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38t3g15Fhl3hkPyIBBAvju8e4hkL7mQeeQardrOltOgJ_9ZHsGYZNNl7u5miiublEB6vLnXGKxhRaVnkVJ15zAL8967lGd0o-MGD80vVfHnXamIKFPGzOA4Rqzcqo2BDlUvTRrpxnIhz9po']","45.4382983,12.3206545",4.0,5 months ago,Kyrylo Sulyma,Little park. Good place to have a rest in shadow before taking a bus.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25oUVZXUTRia2R1T1ZaU1VucHZNMUl0WDJwQ1YyYxAB!2m1!1s0x0:0x12b7551bbef418e1!3m1!1s2@1:CAIQACodChtycF9oOnhQVWQ4bkduOVZSUnpvM1ItX2pCV2c%7C0cELWag9LYG%7C?hl=en-US,True,neutral,😐
ChIJRf6ilsexfkcR4Rj0vhtVtxI,Giardino,Giardini Papadopoli,"30135 Sestriere Santa Croce, Venezia VE, Italia",4.4,,"45.4382983,12.3206545",5.0,2 months ago,Dray Lyden,"Nice little place away from the main crowds, good spot to rest get some shaded seating and have a snack. Cool breeze from the canals nearby and close to main Venice entry points",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT213dFduQTRRM1ZWTmtjNGFWTjNUazlWWDBNNGRXYxAB!2m1!1s0x0:0x12b7551bbef418e1!3m1!1s2@1:CAIQACodChtycF9oOmwtWnA4Q3VVNkc4aVN3Tk9VX0M4dWc%7C0ciXCthYXtF%7C?hl=en-US,True,joy,😊
ChIJRf6ilsexfkcR4Rj0vhtVtxI,Giardino,Giardini Papadopoli,"30135 Sestriere Santa Croce, Venezia VE, Italia",4.4,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38sVAFaywCA6pUFM_WSxvjMog42wXgaPcR3Bi7E0yPntI5d8gPgHgsIOSaMrCT2z0pJTQWqVlZrOUIFYNl0OnLWzFZGuv_7n8wP1dCJi1jgCe-5xfIDHoT-JE-qt5DUXDHQw30VObw', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38srY66d-t4bmAWCDjjD5UEEgoNWE_88PsrSyT8R9fMTa7RR3VczVF1Br5GyyroZQ7J_RBcayZVfBcbPiMahvb-XoTzrfLWGK-MFivPJBe1Eq113sa1ihwCzyEtebzWEp8Cq078', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uPHVos7zhpisxRJYxB2KtO2lJdEk2Pt2-rlppTckUSc0AFs9tcD9z72_1k8k5sltkCykByK5uVh3HT909cDY-uSGBfnKjqpQb9O1WWQHGoi4sPwMOVxlC_7P2ctKdVBTuGtG5_6A', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vwAUoZiQxjIzsnsbjxMCUsqpTisz9mFVSIt0T-xhRbfrbqrK2_sjZ3AWnghfA1rIs2oVHO2eZkMdD_XOmr3b3Z8t90r-zi3mSkzsbaViTUURQaU8z7_RC1h1nF1fOSwSW_MGY', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sBi5nfDJPZnD8kA11PeMQ8fTm7M8vaJ-e1qfp2GyET2Zk3UhLYQI-PKJyTfBm58Wd_WwotqAbxgpSzBxufYWYyjx63t9Ytfp3rIOOQUSPzfcfBQKKoQ4_tT-5I1AQwJtXELoRJ', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38s-z4yD_pnN3Ajg2HQAzlFUXUhFmZhpLp0ZbOoUzWaNPHuwk7yPy4h2BOEDv_v0fkEJIZfi3A2i34KXy7W72FAQh-CszSZhYOUYv7y1svf7FE5vxwpNKx5qHio_xZ7d9NAXpD2M']","45.4382983,12.3206545",1.0,a year ago,Mary Bernard Pacheco,Small and unsightly park. Good for kids because it’s one of the few places with a playground. Not worth a visit while you’re in Venice.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ3dXFqaVRBEAE!2m1!1s0x0:0x12b7551bbef418e1!3m1!1s2@1:CIHM0ogKEICAgID7uqjiTA%7CCgwIn96itgYQ4KjwowE%7C?hl=en-US,True,fear,😨
ChIJRf6ilsexfkcR4Rj0vhtVtxI,Giardino,Giardini Papadopoli,"30135 Sestriere Santa Croce, Venezia VE, Italia",4.4,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38sjw6jzr_L6T01YLOxV4_fPDG5zugXT_USNWTTaWfZTnjEah1Nf43mDeafKa2TeZlAcynyFi_9bBwxa3SMC0CD0x3PE9fR701Tfx147ZM85_VtdKxtWN5ylb3C1NJWn77i8hrnO', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38txWk3uUg2lbKRySUtcEa_atT2CVsOKh2TVUawIViUpBLPkvyy2JH8AVR0tTbJjBuvhVlbuvhiv0F7kDBYtLWyEb0ASdZIp7VSwB-lHHdevxBz_LrVmKPA5-OVombj7QFGrfChZ', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sDE9Jp0F5Dk2fXnPRMPFe3hrf2QkrAVrD8ON5GZtapPu4dq9Vb_EsqsHOd6e3UXHZ6YPQeIeZqLiGcnO2gfD3KYJ2AbBH1n77IL_HI8_umcDSa1gbqBjJMXVD4edgdcbg2yqE', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tr0_Jgc8b0hIV0qwOMILlUXt8lGLy8BnGA5UuBL4gvtzTyM1gO9JM9Io_EB0E4f2cx-_IfABHFv7lfWYEQgSP9WxLVjFfwpDljhHA4rEAu4RszgT2Xk0XMM9xzY5kfY93IJTDEWQ', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vtY0ajTZ7Q9tg8XOuQTwmACeYNwGOZbYqOOoiwOx3qEgZr8VKtBoaDLlgC6BLDHF7qgQ64_kHVoM74WQa6RWIWQA0t-1Yhal6OK_G4S9ahfa9N2e5nYDXV5qz4eRTZK_keLusR', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vwxGxNMocWAt4SDCSIUkKdWVHOkWUtK8UkrF_N82kJ3GxFaTa581_ifAlJpN05unFGHAs9OMsV_qoU1AN_wfLmk6DnWod5QtS59DIAuxa6Aav_wklHhzAXv9As5miZHSlWYMj0', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38t2RaEQEtnkmZ_6JHGEdZ5eJJmdvKX2VK-s2aAqurOC6dMnRNXsEfPPU_S2wnBwOV6OyCjjKZ4JF1LeCWM3SNvZ9gY3U7Cw6Ma_r4mR_CYxr2nxVAH79c4FHvMI7-Nep6jnO0IG', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uQjUqOwQWmgVog8pWGo4TZ4Xo2kTexgnFm2zfis9go16VF3etoCMBmM2T2RoLHlttcT_PDeR6KzMcq5IXTi-z-2dQgfw8lc5NOGH7r1O0kndUsgCxpwnaiA2PHYrPoDa4-1ID9', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38s5Qf-6_nFZoCsEAaXilYpCFrVMjN7vyu_jRaptCCBPakX9kMeE0YDdzrwwyMuXmO8crSiWHrpmkmmAjQn4cyuz0JMW2Z8c-HFO4MMGTQKYtYt7m4TqQgWvqYItL7WnU5ih5Us', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uuuVk0HfMYwNshzq1aGcWP7sahJi7a5Jmb-0pnwUJbifvUgozUgDF2TZG4k0lXASEjpU_XP8hW_H5DJSdk0L-PlihDEgW-JaF2-WpD2hpSIyMYstXc_Cv7XneL6vkPgMj8DqJHVw', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38t1u0ZheaFlNNGNC_6TI4WuFi8Y2hK2qlXo09HQGkjAAbm3AoSdEz7ZtB9_T5QlWKYEx9lee_GduuavcRVzXoXJSDC-n2KzSW1REX-GFxYv92U76nG9Z5wqxmB2IUq4rb_9C74', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38v_1EQXD0Mxgd1-qNVKA7VO5qhVEL5oKidBblK-RB8uajflbudndpVhcnWRPt1rZz1pHsAPoDeKZFU6yGpEFEeGvxCJ56iAgLYF6q5ubxLaB_51CGjbYiXzrQP_jERXcmRcdjtO']","45.4382983,12.3206545",5.0,3 years ago,Dino Numić,"Lovely small park to catch a break from all the walking. Lots of trees and lots of shade in the park.

Lots of benches to sit and listen to the birds and the sound of water from the small little fenced fountain.

Clean park without trash. I did saw a dead pigeon floating in the fountain.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPc2ZELXV3RRAB!2m1!1s0x0:0x12b7551bbef418e1!3m1!1s2@1:CIHM0ogKEICAgIDOsfD-uwE%7CCgwIjJSdlgYQ-M_AjwI%7C?hl=en-US,True,disgust,🤢
ChIJRf6ilsexfkcR4Rj0vhtVtxI,Giardino,Giardini Papadopoli,"30135 Sestriere Santa Croce, Venezia VE, Italia",4.4,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38uxxeiOL0FRc9PlJnY4npmPLlbK0elfud4RaFv9EEJglDNDezSIUey6ft1LzMFi71L0x27eyWltSMLXIyNPj_mH3DFrFWBxKmQ4sTsUIVbFBGMVZlhsOSyypQWolyofDkgJzLrziQ', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38t0o2TNg2Ly070X1r7xUEHFaScAblXlJjaYQeyOUvJ07KdMvUBWRIXZ4yRcAAUTYME4VWctfb4vTIVuFSs75KfE5TY26loacSTmLKpRhfDY4K86iH3WbFeCXuwnlxOOSvWAnzBp', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vJwwFbkc9RAjVL4RGSYQ1krg7qmAhI_5lof96AGN8KDew3oKTshzZFtzD6-exVYuJ7PHvnXV9LmgL_Fh47ezLGD6dI3_qK27tN8KECWQ2HFzN-0mKVoKJJgH38RlO2XgaKBtAylw', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vHi0dSds7bDMuHb-GSmhtcZfTSZIVOFSp9qyvxTfZHMWb1cf7akhHVNIqBC25A01rBnYfoDTnwLpiFWCULZHWwS0zwD2ER0krUVBoQ5CGnY-lOVVEATGQ7LvsjQhvTYqgG-tQ', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uBnvlgktCZFleFUcJVJLHzcixvLWtqWxMWz2jbt5yKWS_oY5yoR8LTX0FKXygqfb9lt-EbNokDpClV-XMsigBtEnmsMIfwcJlVYlK6p_aPzrXoUoa8Hv4rp0yM-qlffLhVdCl9tg']","45.4382983,12.3206545",4.0,3 years ago,Emir Özmen,"It's a nice, small park. There is a lot of comfy benchs so it's nice to sit around. But be careful after daylight especially if you have kids, because there is too many mosquitoes around the park. Maybe a anti-mosquitoe spray would be a good idea.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMyNjc3RjlRRRAB!2m1!1s0x0:0x12b7551bbef418e1!3m1!1s2@1:CIHM0ogKEICAgIC2677F9QE%7CCgwI__mokwYQ4I-6mQI%7C?hl=en-US,True,joy,😊
ChIJRf6ilsexfkcR4Rj0vhtVtxI,Giardino,Giardini Papadopoli,"30135 Sestriere Santa Croce, Venezia VE, Italia",4.4,,"45.4382983,12.3206545",4.0,4 months ago,Sally Good,"There are few green spaces in Venice.  We spent 30 mins here, just chilling, to escape the heat and to rest our feet.  Not the most amazing of parks, but it's fine for a little rest.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2w5VlpXVlJaR05HVkZCd1JqWkRXblp5TkVSS1JVRRAB!2m1!1s0x0:0x12b7551bbef418e1!3m1!1s2@1:CAIQACodChtycF9oOl9VZWVRZGNGVFBwRjZDWnZyNERKRUE%7C0cNhV14ybvC%7C?hl=en-US,True,joy,😊
ChIJAy5F1S-ufkcReQqjg_LgAwo,Giardino,Giardini della Marinaressa,"Riva dei Sette Martiri, 30122 Venezia VE, Italia",4.6,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38tl3PDbq1Ieaof0derudCiFKgsfg-Oz5FIganqapoIn7BhJG4xPdSpVcLaEfyFtO8PqlrL8GqX7Vj54Iaxf-9e4WU9rIxIYR8qVREEk4BLqtvFwtPY8qDU_9Gh81zBOTs3wKQa9u5yQ_1k9', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tlH4U909YtdcoPWYzZA65EwYG4xvi2lP72xqGAzSgUJu2JafgZbGZtFub-5oPvs-u904TtUAkRDqvIBKAbe-fY9dGV3jKMX4FaTCNSQa8C0HYCp0-OclTMp_GuOo6n0M9wMX2FcY-wyR9J', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vrIZOCWQ7dh0Vqz_wV6k8GXbdLGBYJ9pvaBITIiTRBE_P4fAAVBs-BWmAi3J5gDSjvLZuk6Ll-rpPs956bhhLK3POT5FflZjX_lh8ldgCNoxfORbD1EzsMWi0Id4Jqei8fmvsmAl4E81qm']","45.4314603,12.352596799999999",5.0,2 weeks ago,Andrew A,"Nice, quiet respite along the Fundamente between Arsenale and Giardini. Nice park with exhibits of sculpture changing every year. Also nice benches to contemplate the artwork. Some sculpture is interactive.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkdFJ5MVFSM1JYWkd0R2FXVlBTRkpRV0dKMlZIYxAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOldtRy1QR3RXZGtGaWVPSFJQWGJ2VHc%7C0d1Z5yWQVz1%7C?hl=en-US,True,joy,😊
ChIJAy5F1S-ufkcReQqjg_LgAwo,Giardino,Giardini della Marinaressa,"Riva dei Sette Martiri, 30122 Venezia VE, Italia",4.6,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38vmdWhk1PnVKqq1jF7CPBtQLhm4k5BDtwIcf87o4hEWBtcPRgUfhRc4WKNwWog63biAQ1loy1i193BsN0nsY0zI9WCeZkOpcbJs5vfWD0A64sEG2-w4ZvUc0Kn2LwXS2r-V0f6-9tnCUmc', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vJhX8c0st0jX09lSUck2nR-feMs7SOyz31StTGBljWVKmHgTXsMI5UA2t5KIFDAnyQbd3meNTfibvjcN2pXDtNtREqY4Dngg8zUmWuzjhfHjw_0jt53Y8ULKiKPyusz4pgtYjx3O2EWeAj', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38t_pfiOGPEPjGDbh2vZvZePTgsrX5jbIcmj8VwfNdZqWOl228L76tygChANnWGhG-PPH-2uper9hSv4hiTsyx2lZh63p3q5gkLOxZlc5XdKj9_oIU95eRZgc2Zyv2EP3ZzLmFQ6ZkjRCJRC', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sLJe_lNeooSqQUvtxt8e0WoBS5jKMbtG0OuhzpnY7o7P9UWSSC5kT_fcYOZ9dax6WqjONpjx8ymLPWb8iRxmoblPZOy-hAjjRJe8mk_GFdJPuzCwUNZL4ma0fRyW6_gAiSafifpabRP95a', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38viak6fbPleEmL-jqFuE2NLxb5yxboTluNflOblR2TOOC6ZTh3yEokzDnQPFUXY_YVbYdICHBpht20vkG74FwqK9HrIdNXk21460it3BJ7OXRaG3XBXSMWlB7uw3i8ZO3KictSPc1RWjVM', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tr4PbUM2txOQMi77GY-7bhysyGLHb_STuAxqHtFizHmEON4-UB7w_QSfXo54XCLJXDtl3_tj0BCEaxNZCd1pX0Q0RbQCrl2Cx6EcHDuLcoV96dVi0oaKQfj1h8yOFgC-QcWj-Lq7pbf0__', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38s7uqxdtEz5-p0lwSvjrYRV_tyfe4pGMsYXBCQVLTArxMiw8HiM0G_1Lfi96aB9o2oNVBuyc1hGRhsbn0iy5P2UgCc1uODxVfZaZ5i9XluIi27gsjYlGzSar07k1XdoZaHxeqMVqq4lDhY2', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38u0S-tMJL_M_5tygs6SxOowwg5NSV1p7noF1HwciXrvhXy2UemJP8V_Z5uDoNjKaguqCQsG79gTRvy9ylA1gxjeQZkzQlBr-WJgYgcJI28ItYgscTmIzIBSFCNYhHluCfcrtakawbqD6ABv', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38veQn5X0e9gQY8eTeWn5fHXloEH2R562sPqi-RhXa7gYsUmQXX7nmLWITR3Z6WtYgshBJeLzJ-nuDXLq5v5Tu973sJjTOhoYV4EQbEdVFlMZyBm4OXAiTT5IX2hJY-BHES6Fb6lmtXXxeCf', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38stz_r4EkMg4lXs_jjOetEYKxeaPwfkTLmRgXFvFfU1CzJ9Iebr2HtZuk9FEkgF_6PASp-BlCByUQ13Y0RwyMfQS303CXjobuX37pp9_GH7KZr9fDHqNXhLpzRuTyf3m1_jrjIx8XgfODA', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sdPPAl2RBGPxsk0wUyHKrSo4D4Y40iXK2aFqcVSAOmHM_XQmaTSYVquyRCCSQ3J5KnMqAZls1PMhtP7FYluP1lv90M9v82FkB9bQd2Pc1FcexSHuif3O_zpyFs2jAxA-xTkO8_P5pu77sY', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vIMWc2ZevrRFVT7MV3E_DxATcipM5GQ8XGF5YrwbvVB8h4FmRqPKORpR5p9Xd_yEXriuAkaaWLT5YDvon-KLqKrTvbPYk8Y1vi3ozW9yECHsaysfFaNJvAuayXl1BswrQDWjlwBes-98Qh', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vz3zVOjlRM3pyvHKkFar7Da79pM5TpP5S_jnESFZFbtorl8j5079CinZSrII-EfDthg_vz8LW9VvBWfUzC3vz-DW6oFRK8j4XfuRzxt7O55iwvwLt_3DHZKfGgFyDeKlkIaWBqI1bzGlFV', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vFK4JdqGs1RlZx_vGAuGxIck3Bh9rL91aVH373oIiPR8GiZ0h1_HX0b_F6Z7kXaB9s4aH9Wy12aHYi8fkH-tVzqGshSTE5k9Yk4TuG_cB9vDEIp4YE7eEwmM7u_ZDOg9gtn7pG08cL-eWr', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uXEtTuUXIoMq9SmIL1ZAK1fUl3CyFj14MRFjyuCSuhhfXZZx-ktRIe-FcQLuUJIrKeBCoB5rIC9kO-NiadPxLcrM-_yzwhuj_zISqC8Wz6DiewwBKfvdFy0Zgv49-jIuVCIYBeFXmQ9oSu', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uqV5P-U6ZhI1roEb9lRjHK83KbXRMhO06oJXpIu9cdtsbH1oqBPSVo8JzUU1Bt2KVT-PWDbjgpCAh2CWOoFTXOpMQaBf5unnKyTerxvAQ3DgXpANYroix-gGa354Yex7QpQFQM0-8x6wO4', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tqAVjEJpAJrIH53QkR7j646_sT-B1Ci619ULWiCBm0xFbFWoRLPil5tdqQFGppwgYWoBgWAaudefCR3F6ludQGh3pZvBXcTS8zeRBoO5b4a_6C1Kb9dlmMDgBuKyv1_anVq5VrUJTsuywZ', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uM5Il0F0QH3Uwf7vml5zD_Uj6yNqGnsYp2IR8eBeY-ALdl35frM4eAv4BFr_L_wnmXgYNCR-xBTJkpqazvR6ep0cAeZk4cO8SVuxuUokl2GpqNjZyVwgVpg_MYwHn2jzU3CNTX_ojO2Dn9', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38selAk0sIF_22J06Q_NwlXHXfhOlcu-3XHJarORgbFBGAGixzi7rVKTDtvd1RlYyjN2Q4XAs_eYvIFAlgzh2tyUzQmAG3EXdo3grq5xsdsg5-ywVHWqofb8JBZX41pU11hu12YURbTF9BA']","45.4314603,12.352596799999999",4.0,5 months ago,Chris Who,"Lovely garden a bit along the way from at Marco square.
It's much quieter and peaceful with lots of seating and statues (many rather old and worn though).
Lovely to walk round and take in the smells of the plants.
There is an exhibition within which you need to pay to enter (which we didn't)
There are toilets but they also have to be paid for to be used.
There is a lovely pond which an old statue but best of all has lots and lots of terrapins - when we went there were lots of young ones  in there too.
Vibe is nature, old and terrepin",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21kZlptOWhkMGxQVlVKYU0wcHJUR3RGWTNWbVlWRRAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOmdfZm9hd0lPVUJaM0prTGtFY3VmYVE%7C0cJirSaRwsA%7C?hl=en-US,True,joy,😊
